# This table combines: (1) a validated ML risk model (see model_card.md), (2) real engagement survey data covering 49.7% of employees (Step 13 -- do not generalize to the rest), (3) O*NET role mappings with confidence levels ranging from very_low to medium -- none are exact matches (see data_relationships.md Open Issue #1), and (4) SYNTHETIC skill-gap and recommendation data (Steps 15-18) that has NOT been validated against real employee skill records. Sections 3 and 4 are illustrative of MVP capability, not production-ready HR guidance.
EmployeeNumber,Department,JobRole,RiskScore,RiskLevel,EngagementScore,SatisfactionScore,WorkLifeBalanceScore,ONET_Title,ONET_Confidence,SkillGapCount,SkillGapSeverity,Top3Recommendations 
500,Sales,Sales Executive,0.0395,LOW,,,,Sales Managers,low,1.0,LOW,Strategic Problem Solving & Root Cause Decision Analysis Seminar
501,Research & Development,Research Scientist,0.0813,LOW,,,,Computer and Information Research Scientists,medium,7.0,HIGH,Technical & Regulatory Documentation Analysis Workshop; Empathetic Leadership & Active Listening for Cross-Functional Collaboration; Executive Presentation & Public Speaking Masterclass (Toastmasters / Internal Workshop)
502,Sales,Sales Executive,0.8634,HIGH,,,,Sales Managers,low,5.0,MEDIUM,Executive Presentation & Public Speaking Masterclass (Toastmasters / Internal Workshop); Technical & Regulatory Documentation Analysis Workshop; Operational Process Auditing & KPI Performance Monitoring Protocols
505,Research & Development,Manager,0.0504,LOW,,,,"Managers, All Other",very_low,,N/A - Manager,N/A - Manager (use Department-level analysis)
507,Sales,Sales Executive,0.2757,LOW,,,,Sales Managers,low,4.0,MEDIUM,Technical & Regulatory Documentation Analysis Workshop; Strategic Problem Solving & Root Cause Decision Analysis Seminar; Operational Process Auditing & KPI Performance Monitoring Protocols
508,Sales,Sales Representative,0.7771,HIGH,,,,"Sales Representatives of Services, Except Advertising, Insurance, Financial Services, and Travel",medium,3.0,LOW,"Inbound Sales & CRM Pipeline Optimization with HubSpot Sales Hub; Advanced Statistical Inference & Predictive Modeling using IBM SPSS; Advanced Excel: Dynamic Arrays, Power Query & Business Financial Modeling"
510,Research & Development,Research Scientist,0.4372,HIGH,,,,Computer and Information Research Scientists,medium,1.0,LOW,Technical & Regulatory Documentation Analysis Workshop
511,Research & Development,Research Scientist,0.4134,HIGH,,,,Computer and Information Research Scientists,medium,4.0,MEDIUM,Technical & Regulatory Documentation Analysis Workshop; Continuous Professional Learning & Rapid Skill Acquisition Frameworks; Cloud Data Warehousing & High-Performance SQL Analytics with Amazon Redshift
513,Sales,Sales Executive,0.6872,HIGH,,,,Sales Managers,low,0.0,LOW,None - No skill gaps identified
514,Research & Development,Research Scientist,0.9448,HIGH,,,,Computer and Information Research Scientists,medium,6.0,MEDIUM,Technical & Regulatory Documentation Analysis Workshop; NoSQL Database Architecture with AWS DynamoDB: Modeling & Scalability; AWS Compute Architecture: Scalable EC2 Fleet Management & Auto-Scaling
515,Research & Development,Laboratory Technician,0.1363,LOW,,,,Medical and Clinical Laboratory Technicians,medium,1.0,LOW,Executive Presentation & Public Speaking Masterclass (Toastmasters / Internal Workshop)
516,Sales,Sales Executive,0.1376,LOW,,,,Sales Managers,low,2.0,LOW,Executive Presentation & Public Speaking Masterclass (Toastmasters / Internal Workshop); Strategic Problem Solving & Root Cause Decision Analysis Seminar
517,Research & Development,Laboratory Technician,0.2925,LOW,,,,Medical and Clinical Laboratory Technicians,medium,1.0,LOW,Technical & Regulatory Documentation Analysis Workshop
518,Research & Development,Manufacturing Director,0.5213,HIGH,,,,Industrial Production Managers,low,4.0,MEDIUM,"Executive Presentation & Public Speaking Masterclass (Toastmasters / Internal Workshop); Motion Graphics, Video Storytelling & Product Animation with After Effects; Commercial Image Retouching & Asset Production with Adobe Photoshop"
520,Research & Development,Research Director,0.0224,LOW,,,,Natural Sciences Managers,low,0.0,LOW,None - No skill gaps identified
521,Research & Development,Laboratory Technician,0.4081,HIGH,,,,Medical and Clinical Laboratory Technicians,medium,5.0,MEDIUM,"Technical & Regulatory Documentation Analysis Workshop; Executive Presentation & Public Speaking Masterclass (Toastmasters / Internal Workshop); Advanced Excel: Dynamic Arrays, Power Query & Business Financial Modeling"
522,Research & Development,Research Director,0.081,LOW,,,,Natural Sciences Managers,low,2.0,LOW,"Scientific Methodology, Evidence-Based Rigor & Laboratory Standards Training; Commercial Image Retouching & Asset Production with Adobe Photoshop"
523,Sales,Sales Executive,0.2432,LOW,,,,Sales Managers,low,3.0,LOW,"Executive Presentation & Public Speaking Masterclass (Toastmasters / Internal Workshop); Operational Process Auditing & KPI Performance Monitoring Protocols; B2B Social Media Marketing, Meta Business Suite & Targeted Outreach Campaigns"
524,Research & Development,Manufacturing Director,0.1147,LOW,,,,Industrial Production Managers,low,0.0,LOW,None - No skill gaps identified
525,Research & Development,Laboratory Technician,0.7428,HIGH,,,,Medical and Clinical Laboratory Technicians,medium,4.0,MEDIUM,"Technical & Regulatory Documentation Analysis Workshop; Empathetic Leadership & Active Listening for Cross-Functional Collaboration; Scientific Methodology, Evidence-Based Rigor & Laboratory Standards Training"
526,Research & Development,Healthcare Representative,0.0982,LOW,,,,"Sales Representatives of Services, Except Advertising, Insurance, Financial Services, and Travel",low,2.0,LOW,"Technical & Regulatory Documentation Analysis Workshop; Advanced Excel: Dynamic Arrays, Power Query & Business Financial Modeling"
527,Sales,Sales Executive,0.7932,HIGH,,,,Sales Managers,low,3.0,LOW,Empathetic Leadership & Active Listening for Cross-Functional Collaboration; Technical & Regulatory Documentation Analysis Workshop; Adobe Creative Cloud Bootcamp: Multi-App Visual Design & Asset Management
529,Research & Development,Research Scientist,0.4517,HIGH,,,,Computer and Information Research Scientists,medium,1.0,LOW,AWS Compute Architecture: Scalable EC2 Fleet Management & Auto-Scaling
530,Research & Development,Laboratory Technician,0.4643,HIGH,,,,Medical and Clinical Laboratory Technicians,medium,6.0,MEDIUM,"Empathetic Leadership & Active Listening for Cross-Functional Collaboration; Executive Presentation & Public Speaking Masterclass (Toastmasters / Internal Workshop); Scientific Methodology, Evidence-Based Rigor & Laboratory Standards Training"
531,Research & Development,Manager,0.1884,LOW,,,,"Managers, All Other",very_low,,N/A - Manager,N/A - Manager (use Department-level analysis)
532,Sales,Sales Executive,0.1516,LOW,,,,Sales Managers,low,3.0,LOW,Executive Presentation & Public Speaking Masterclass (Toastmasters / Internal Workshop); Technical & Regulatory Documentation Analysis Workshop; Operational Process Auditing & KPI Performance Monitoring Protocols
533,Sales,Sales Executive,0.4772,HIGH,,,,Sales Managers,low,2.0,LOW,"Technical & Regulatory Documentation Analysis Workshop; Adobe Acrobat Pro: Digital Signatures, Forms & Secure Document Workflows"
534,Sales,Sales Executive,0.1523,LOW,,,,Sales Managers,low,1.0,LOW,Executive Presentation & Public Speaking Masterclass (Toastmasters / Internal Workshop)
536,Research & Development,Laboratory Technician,0.2726,LOW,,,,Medical and Clinical Laboratory Technicians,medium,1.0,LOW,Technical & Regulatory Documentation Analysis Workshop
538,Research & Development,Laboratory Technician,0.6967,HIGH,,,,Medical and Clinical Laboratory Technicians,medium,4.0,MEDIUM,Technical & Regulatory Documentation Analysis Workshop; Empathetic Leadership & Active Listening for Cross-Functional Collaboration; Executive Presentation & Public Speaking Masterclass (Toastmasters / Internal Workshop)
543,Research & Development,Manufacturing Director,0.0955,LOW,,,,Industrial Production Managers,low,0.0,LOW,None - No skill gaps identified
544,Research & Development,Research Scientist,0.128,LOW,,,,Computer and Information Research Scientists,medium,8.0,HIGH,Technical & Regulatory Documentation Analysis Workshop; Executive Presentation & Public Speaking Masterclass (Toastmasters / Internal Workshop); Continuous Professional Learning & Rapid Skill Acquisition Frameworks
546,Research & Development,Manager,0.0064,LOW,,,,"Managers, All Other",very_low,,N/A - Manager,N/A - Manager (use Department-level analysis)
547,Research & Development,Research Scientist,0.2688,LOW,,,,Computer and Information Research Scientists,medium,3.0,LOW,"Executive Presentation & Public Speaking Masterclass (Toastmasters / Internal Workshop); Continuous Professional Learning & Rapid Skill Acquisition Frameworks; AWS Solutions Architect: Core Cloud Services, IAM & Architecture Design"
548,Research & Development,Manufacturing Director,0.2252,LOW,,,,Industrial Production Managers,low,2.0,LOW,"Technical & Regulatory Documentation Analysis Workshop; Adobe Acrobat Pro: Digital Signatures, Forms & Secure Document Workflows"
549,Research & Development,Manager,0.3529,LOW,,,,"Managers, All Other",very_low,,N/A - Manager,N/A - Manager (use Department-level analysis)
550,Research & Development,Manufacturing Director,0.0079,LOW,,,,Industrial Production Managers,low,2.0,LOW,"Technical & Regulatory Documentation Analysis Workshop; Adobe Acrobat Pro: Digital Signatures, Forms & Secure Document Workflows"
551,Research & Development,Healthcare Representative,0.0386,LOW,,,,"Sales Representatives of Services, Except Advertising, Insurance, Financial Services, and Travel",low,2.0,LOW,"Advanced Statistical Inference & Predictive Modeling using IBM SPSS; Advanced Excel: Dynamic Arrays, Power Query & Business Financial Modeling"
554,Sales,Sales Representative,0.9217,HIGH,,,,"Sales Representatives of Services, Except Advertising, Insurance, Financial Services, and Travel",medium,2.0,LOW,"Technical & Regulatory Documentation Analysis Workshop; Advanced Excel: Dynamic Arrays, Power Query & Business Financial Modeling"
555,Sales,Sales Representative,0.6424,HIGH,,,,"Sales Representatives of Services, Except Advertising, Insurance, Financial Services, and Travel",medium,5.0,MEDIUM,Executive Presentation & Public Speaking Masterclass (Toastmasters / Internal Workshop); Technical & Regulatory Documentation Analysis Workshop; Inbound Sales & CRM Pipeline Optimization with HubSpot Sales Hub
556,Research & Development,Laboratory Technician,0.5579,HIGH,,,,Medical and Clinical Laboratory Technicians,medium,5.0,MEDIUM,Technical & Regulatory Documentation Analysis Workshop; Google Workspace Collaboration: Document Co-Authoring & Cloud Governance; MEDITECH EHR Clinical Data Management & Laboratory Information Systems Track
558,Sales,Manager,0.0118,LOW,,,,"Managers, All Other",very_low,,N/A - Manager,N/A - Manager (use Department-level analysis)
560,Research & Development,Research Scientist,0.1631,LOW,,,,Computer and Information Research Scientists,medium,4.0,MEDIUM,Empathetic Leadership & Active Listening for Cross-Functional Collaboration; Executive Presentation & Public Speaking Masterclass (Toastmasters / Internal Workshop); Continuous Professional Learning & Rapid Skill Acquisition Frameworks
562,Research & Development,Laboratory Technician,0.11,LOW,,,,Medical and Clinical Laboratory Technicians,medium,1.0,LOW,Technical & Regulatory Documentation Analysis Workshop
564,Research & Development,Research Director,0.0329,LOW,,,,Natural Sciences Managers,low,0.0,LOW,None - No skill gaps identified
565,Research & Development,Research Scientist,0.6653,HIGH,,,,Computer and Information Research Scientists,medium,8.0,HIGH,Strategic Problem Solving & Root Cause Decision Analysis Seminar; Technical & Regulatory Documentation Analysis Workshop; Empathetic Leadership & Active Listening for Cross-Functional Collaboration
566,Human Resources,Human Resources,0.8022,HIGH,,,,Human Resources Specialists,medium,8.0,HIGH,Executive Presentation & Public Speaking Masterclass (Toastmasters / Internal Workshop); Technical & Regulatory Documentation Analysis Workshop; Empathetic Leadership & Active Listening for Cross-Functional Collaboration
567,Sales,Sales Executive,0.131,LOW,,,,Sales Managers,low,1.0,LOW,Technical & Regulatory Documentation Analysis Workshop
568,Sales,Manager,0.215,LOW,,,,"Managers, All Other",very_low,,N/A - Manager,N/A - Manager (use Department-level analysis)
569,Research & Development,Manager,0.3692,LOW,,,,"Managers, All Other",very_low,,N/A - Manager,N/A - Manager (use Department-level analysis)
571,Research & Development,Laboratory Technician,0.0884,LOW,,,,Medical and Clinical Laboratory Technicians,medium,2.0,LOW,"Executive Presentation & Public Speaking Masterclass (Toastmasters / Internal Workshop); Scientific Methodology, Evidence-Based Rigor & Laboratory Standards Training"
573,Sales,Sales Executive,0.3589,LOW,,,,Sales Managers,low,1.0,LOW,Operational Process Auditing & KPI Performance Monitoring Protocols
574,Research & Development,Manufacturing Director,0.0188,LOW,,,,Industrial Production Managers,low,1.0,LOW,Strategic Problem Solving & Root Cause Decision Analysis Seminar
575,Research & Development,Research Director,0.0629,LOW,,,,Natural Sciences Managers,low,4.0,MEDIUM,"Scientific Methodology, Evidence-Based Rigor & Laboratory Standards Training; Technical & Regulatory Documentation Analysis Workshop; Commercial Image Retouching & Asset Production with Adobe Photoshop"
577,Research & Development,Laboratory Technician,0.7105,HIGH,,,,Medical and Clinical Laboratory Technicians,medium,4.0,MEDIUM,Empathetic Leadership & Active Listening for Cross-Functional Collaboration; Strategic Problem Solving & Root Cause Decision Analysis Seminar; Google Workspace Collaboration: Document Co-Authoring & Cloud Governance
578,Research & Development,Laboratory Technician,0.4626,HIGH,,,,Medical and Clinical Laboratory Technicians,medium,4.0,MEDIUM,Technical & Regulatory Documentation Analysis Workshop; Executive Presentation & Public Speaking Masterclass (Toastmasters / Internal Workshop); Google Workspace Collaboration: Document Co-Authoring & Cloud Governance
579,Research & Development,Research Scientist,0.0344,LOW,,,,Computer and Information Research Scientists,medium,2.0,LOW,Strategic Problem Solving & Root Cause Decision Analysis Seminar; NoSQL Database Architecture with AWS DynamoDB: Modeling & Scalability
