# SYNTHETIC DATA — employee current-skill possession was not present in any source file and has been simulated using a tenure/training-based heuristic for MVP demonstration purposes only. This must NOT be presented to stakeholders as real observed skill data. Real deployment requires an actual skills inventory (HRIS export, LMS completion records, or self-assessment survey).
EmployeeNumber,skill_name,skill_type,has_skill 
501,Amazon Elastic Compute Cloud EC2,software,0
501,Amazon Redshift,software,0
501,Amazon Web Services AWS CloudFormation,software,1
501,Amazon Web Services AWS software,software,0
502,Active Listening,essential,1
502,Speaking,essential,0
502,Reading Comprehension,essential,0
502,Critical Thinking,essential,1
502,Monitoring,essential,0
502,Adobe Acrobat,software,1
502,Adobe Creative Cloud software,software,0
502,Bentley MicroStation,software,1
502,Eclipse IDE,software,0
502,Facebook,software,1
505,N/A - Department-level analysis only,N/A,0
507,Active Listening,essential,1
507,Speaking,essential,1
507,Reading Comprehension,essential,0
507,Critical Thinking,essential,0
507,Monitoring,essential,0
507,Adobe Acrobat,software,0
507,Adobe Creative Cloud software,software,1
507,Bentley MicroStation,software,1
507,Eclipse IDE,software,1
507,Facebook,software,1
508,Active Listening,essential,1
508,Speaking,essential,1
508,Reading Comprehension,essential,1
508,Writing,essential,1
508,Active Learning,essential,1
508,Apple macOS,software,1
508,HubSpot software,software,0
508,IBM SPSS Statistics,software,0
508,Microsoft Excel,software,0
508,Microsoft Office software,software,1
510,Critical Thinking,essential,1
510,Reading Comprehension,essential,0
510,Active Listening,essential,1
510,Speaking,essential,1
510,Active Learning,essential,1
510,Amazon DynamoDB,software,1
510,Amazon Elastic Compute Cloud EC2,software,1
510,Amazon Redshift,software,1
510,Amazon Web Services AWS CloudFormation,software,1
510,Amazon Web Services AWS software,software,1
511,Critical Thinking,essential,1
511,Reading Comprehension,essential,0
511,Active Listening,essential,1
511,Speaking,essential,1
511,Active Learning,essential,0
511,Amazon DynamoDB,software,1
511,Amazon Elastic Compute Cloud EC2,software,1
511,Amazon Redshift,software,0
511,Amazon Web Services AWS CloudFormation,software,1
511,Amazon Web Services AWS software,software,0
513,Active Listening,essential,1
513,Speaking,essential,1
513,Reading Comprehension,essential,1
513,Critical Thinking,essential,1
513,Monitoring,essential,1
513,Adobe Acrobat,software,1
513,Adobe Creative Cloud software,software,1
513,Bentley MicroStation,software,1
513,Eclipse IDE,software,1
513,Facebook,software,1
514,Critical Thinking,essential,1
514,Reading Comprehension,essential,0
514,Active Listening,essential,1
514,Speaking,essential,1
514,Active Learning,essential,1
514,Amazon DynamoDB,software,0
514,Amazon Elastic Compute Cloud EC2,software,0
514,Amazon Redshift,software,0
514,Amazon Web Services AWS CloudFormation,software,0
514,Amazon Web Services AWS software,software,0
515,Reading Comprehension,essential,1
515,Active Listening,essential,1
515,Critical Thinking,essential,1
515,Speaking,essential,0
515,Science,essential,1
515,Google Docs,software,1
515,MEDITECH software,software,1
515,Microsoft Excel,software,1
515,Microsoft Office software,software,1
515,Microsoft Outlook,software,1
516,Active Listening,essential,1
516,Speaking,essential,0
516,Reading Comprehension,essential,1
516,Critical Thinking,essential,0
516,Monitoring,essential,1
516,Adobe Acrobat,software,1
516,Adobe Creative Cloud software,software,1
516,Bentley MicroStation,software,1
516,Eclipse IDE,software,1
516,Facebook,software,1
517,Reading Comprehension,essential,0
517,Active Listening,essential,1
517,Critical Thinking,essential,1
517,Speaking,essential,1
517,Science,essential,1
517,Google Docs,software,1
517,MEDITECH software,software,1
517,Microsoft Excel,software,1
517,Microsoft Office software,software,1
517,Microsoft Outlook,software,1
518,Critical Thinking,essential,1
518,Speaking,essential,0
518,Monitoring,essential,1
518,Reading Comprehension,essential,1
518,Active Listening,essential,1
518,Adobe Acrobat,software,1
518,Adobe After Effects,software,0
518,Adobe InDesign,software,1
518,Adobe Photoshop,software,0
518,Autodesk AutoCAD,software,0
520,Science,essential,1
520,Reading Comprehension,essential,1
520,Active Listening,essential,1
520,Critical Thinking,essential,1
520,Monitoring,essential,1
520,Adobe Acrobat,software,1
520,Adobe Photoshop,software,1
520,ESRI ArcGIS software,software,1
520,IBM SPSS Statistics,software,1
520,Microsoft Access,software,1
521,Reading Comprehension,essential,0
521,Active Listening,essential,1
521,Critical Thinking,essential,1
521,Speaking,essential,0
521,Science,essential,1
521,Google Docs,software,1
521,MEDITECH software,software,1
521,Microsoft Excel,software,0
521,Microsoft Office software,software,0
521,Microsoft Outlook,software,0
522,Science,essential,0
522,Reading Comprehension,essential,1
522,Active Listening,essential,1
522,Critical Thinking,essential,1
522,Monitoring,essential,1
522,Adobe Acrobat,software,1
522,Adobe Photoshop,software,0
522,ESRI ArcGIS software,software,1
522,IBM SPSS Statistics,software,1
522,Microsoft Access,software,1
523,Active Listening,essential,1
523,Speaking,essential,0
523,Reading Comprehension,essential,1
523,Critical Thinking,essential,1
523,Monitoring,essential,0
523,Adobe Acrobat,software,1
523,Adobe Creative Cloud software,software,1
523,Bentley MicroStation,software,1
523,Eclipse IDE,software,1
523,Facebook,software,0
524,Critical Thinking,essential,1
524,Speaking,essential,1
524,Monitoring,essential,1
524,Reading Comprehension,essential,1
524,Active Listening,essential,1
524,Adobe Acrobat,software,1
524,Adobe After Effects,software,1
524,Adobe InDesign,software,1
524,Adobe Photoshop,software,1
524,Autodesk AutoCAD,software,1
525,Reading Comprehension,essential,0
525,Active Listening,essential,0
525,Critical Thinking,essential,1
525,Speaking,essential,1
525,Science,essential,0
525,Google Docs,software,1
525,MEDITECH software,software,0
525,Microsoft Excel,software,1
525,Microsoft Office software,software,1
525,Microsoft Outlook,software,1
526,Active Listening,essential,1
526,Speaking,essential,1
526,Reading Comprehension,essential,0
526,Writing,essential,1
526,Active Learning,essential,1
526,Apple macOS,software,1
526,HubSpot software,software,1
526,IBM SPSS Statistics,software,1
526,Microsoft Excel,software,0
526,Microsoft Office software,software,1
527,Active Listening,essential,0
527,Speaking,essential,1
527,Reading Comprehension,essential,0
527,Critical Thinking,essential,1
527,Monitoring,essential,1
527,Adobe Acrobat,software,1
527,Adobe Creative Cloud software,software,0
527,Bentley MicroStation,software,1
527,Eclipse IDE,software,1
527,Facebook,software,1
529,Critical Thinking,essential,1
529,Reading Comprehension,essential,1
529,Active Listening,essential,1
529,Speaking,essential,1
529,Active Learning,essential,1
529,Amazon DynamoDB,software,1
529,Amazon Elastic Compute Cloud EC2,software,0
529,Amazon Redshift,software,1
529,Amazon Web Services AWS CloudFormation,software,1
529,Amazon Web Services AWS software,software,1
530,Reading Comprehension,essential,1
530,Active Listening,essential,0
530,Critical Thinking,essential,1
530,Speaking,essential,0
530,Science,essential,0
530,Google Docs,software,0
530,MEDITECH software,software,0
530,Microsoft Excel,software,1
530,Microsoft Office software,software,1
530,Microsoft Outlook,software,0
531,N/A - Department-level analysis only,N/A,0
532,Active Listening,essential,1
532,Speaking,essential,0
532,Reading Comprehension,essential,0
532,Critical Thinking,essential,1
532,Monitoring,essential,0
532,Adobe Acrobat,software,1
532,Adobe Creative Cloud software,software,1
532,Bentley MicroStation,software,1
532,Eclipse IDE,software,1
532,Facebook,software,1
533,Active Listening,essential,1
533,Speaking,essential,1
533,Reading Comprehension,essential,0
533,Critical Thinking,essential,1
533,Monitoring,essential,1
533,Adobe Acrobat,software,0
533,Adobe Creative Cloud software,software,1
533,Bentley MicroStation,software,1
533,Eclipse IDE,software,1
533,Facebook,software,1
534,Active Listening,essential,1
534,Speaking,essential,0
534,Reading Comprehension,essential,1
534,Critical Thinking,essential,1
534,Monitoring,essential,1
534,Adobe Acrobat,software,1
534,Adobe Creative Cloud software,software,1
534,Bentley MicroStation,software,1
534,Eclipse IDE,software,1
534,Facebook,software,1
536,Reading Comprehension,essential,0
536,Active Listening,essential,1
536,Critical Thinking,essential,1
536,Speaking,essential,1
536,Science,essential,1
536,Google Docs,software,1
536,MEDITECH software,software,1
536,Microsoft Excel,software,1
536,Microsoft Office software,software,1
536,Microsoft Outlook,software,1
538,Reading Comprehension,essential,0
538,Active Listening,essential,0
538,Critical Thinking,essential,1
538,Speaking,essential,0
538,Science,essential,1
538,Google Docs,software,1
538,MEDITECH software,software,1
538,Microsoft Excel,software,1
538,Microsoft Office software,software,1
538,Microsoft Outlook,software,0
543,Critical Thinking,essential,1
543,Speaking,essential,1
543,Monitoring,essential,1
543,Reading Comprehension,essential,1
543,Active Listening,essential,1
543,Adobe Acrobat,software,1
543,Adobe After Effects,software,1
543,Adobe InDesign,software,1
543,Adobe Photoshop,software,1
543,Autodesk AutoCAD,software,1
544,Critical Thinking,essential,1
544,Reading Comprehension,essential,0
544,Active Listening,essential,1
544,Speaking,essential,0
544,Active Learning,essential,0
544,Amazon DynamoDB,software,0
544,Amazon Elastic Compute Cloud EC2,software,0
544,Amazon Redshift,software,0
544,Amazon Web Services AWS CloudFormation,software,0
544,Amazon Web Services AWS software,software,0
546,N/A - Department-level analysis only,N/A,0
547,Critical Thinking,essential,1
547,Reading Comprehension,essential,1
547,Active Listening,essential,1
547,Speaking,essential,0
547,Active Learning,essential,0
547,Amazon DynamoDB,software,1
547,Amazon Elastic Compute Cloud EC2,software,1
547,Amazon Redshift,software,1
547,Amazon Web Services AWS CloudFormation,software,1
547,Amazon Web Services AWS software,software,0
548,Critical Thinking,essential,1
548,Speaking,essential,1
548,Monitoring,essential,1
548,Reading Comprehension,essential,0
548,Active Listening,essential,1
548,Adobe Acrobat,software,0
548,Adobe After Effects,software,1
548,Adobe InDesign,software,1
548,Adobe Photoshop,software,1
548,Autodesk AutoCAD,software,1
549,N/A - Department-level analysis only,N/A,0
550,Critical Thinking,essential,1
550,Speaking,essential,1
550,Monitoring,essential,1
550,Reading Comprehension,essential,0
550,Active Listening,essential,1
550,Adobe Acrobat,software,0
550,Adobe After Effects,software,1
550,Adobe InDesign,software,1
550,Adobe Photoshop,software,1
550,Autodesk AutoCAD,software,1
551,Active Listening,essential,1
551,Speaking,essential,1
551,Reading Comprehension,essential,1
551,Writing,essential,1
551,Active Learning,essential,1
551,Apple macOS,software,1
551,HubSpot software,software,1
551,IBM SPSS Statistics,software,0
551,Microsoft Excel,software,0
551,Microsoft Office software,software,1
554,Active Listening,essential,1
554,Speaking,essential,1
554,Reading Comprehension,essential,0
554,Writing,essential,1
554,Active Learning,essential,1
554,Apple macOS,software,1
554,HubSpot software,software,1
554,IBM SPSS Statistics,software,1
554,Microsoft Excel,software,0
554,Microsoft Office software,software,1
555,Active Listening,essential,1
555,Speaking,essential,0
555,Reading Comprehension,essential,0
555,Writing,essential,1
555,Active Learning,essential,1
555,Apple macOS,software,1
555,HubSpot software,software,0
555,IBM SPSS Statistics,software,1
555,Microsoft Excel,software,0
555,Microsoft Office software,software,0
556,Reading Comprehension,essential,0
556,Active Listening,essential,1
556,Critical Thinking,essential,1
556,Speaking,essential,1
556,Science,essential,1
556,Google Docs,software,0
556,MEDITECH software,software,0
